                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                  1.041,                   1.81,                  1.411,                0.54222,                0.41379,                0.45204,                 0.2748,                 1.3173,                 2.0975,                 1.5108,             0.00055524,             0.00055524,             0.00055524
